cub_id,inat_taxon_id,ebird_species_code,taxon_order,kingdom,phylum,class,order,family,genus,specific_epithet,scientific_name,kingdom_common_name,phylum_common_name,class_common_name,order_common_name,family_common_name,genus_common_name,common_name
108,8004,whnrav1,21119.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,albicollis,Corvus albicollis,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",White-necked Raven
107,8010,comrav,21121.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,Corvus corax,Animals,Chordates,Birds,Perching Birds,"Crows, Jays, and Magpies","Crows, Ravens, Jackdaws, and Rook",Common Raven
85,7294,horlar,22065.0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,alpestris,Eremophila alpestris,Animals,Chordates,Birds,Perching Birds,Larks,Horned Larks,Horned Lark
138,11935,treswa,23533.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Tachycineta bicolor,Animals,Chordates,Birds,Perching Birds,Swallows and Martins,Tachycineta Swallows,Tree Swallow
135,11941,banswa,23564.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,riparia,Riparia riparia,Animals,Chordates,Birds,Perching Birds,Swallows and Martins,Sand Martins,Bank Swallow
136,11901,barswa,23610.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo rustica,Animals,Chordates,Birds,Perching Birds,Swallows and Martins,Typical Swallows,Barn Swallow
137,11858,cliswa,23704.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,Animals,Chordates,Birds,Perching Birds,Swallows and Martins,Cliff Swallows and Allies,Cliff Swallow
94,14801,whbnut,26356.0,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,carolinensis,Sitta carolinensis,Animals,Chordates,Birds,Perching Birds,Nuthatches,Nuthatches,White-breasted Nuthatch
28,7458,brncre,26441.0,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,americana,Certhia americana,Animals,Chordates,Birds,Perching Birds,Treecreepers,Typical Treecreepers,Brown Creeper
198,7486,rocwre,26573.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Salpinctes,obsoletus,Salpinctes obsoletus,Animals,Chordates,Birds,Perching Birds,Wrens,,Rock Wren
196,7562,houwre,26614.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,Troglodytes aedon,Animals,Chordates,Birds,Perching Birds,Wrens,Troglodytes Wrens,House Wren
199,144883,winwre3,26721.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,hiemalis,Troglodytes hiemalis,Animals,Chordates,Birds,Perching Birds,Wrens,Troglodytes Wrens,Winter Wren
197,7601,marwre,26755.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,palustris,Cistothorus palustris,Animals,Chordates,Birds,Perching Birds,Wrens,Marsh Wrens and Allies,Marsh Wren
195,7513,carwre,26774.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,Thryothorus ludovicianus,Animals,Chordates,Birds,Perching Birds,Wrens,Thryothorus Wrens,Carolina Wren
193,7576,bewwre,26787.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryomanes,bewickii,Thryomanes bewickii,Animals,Chordates,Birds,Perching Birds,Wrens,,Bewick's Wren
194,7470,cacwre,26833.0,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Animals,Chordates,Birds,Perching Birds,Wrens,Large Wrens,Cactus Wren
134,14930,capgls1,27401.0,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,nitens,Lamprotornis nitens,Animals,Chordates,Birds,Perching Birds,Starlings,Glossy-Starlings and Allies,Red-shouldered Glossy-starling
19,14995,grycat,27413.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Dumetella carolinensis,Animals,Chordates,Birds,Perching Birds,Mockingbirds and Thrashers,,Gray Catbird
149,14898,brnthr,27451.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,rufum,Toxostoma rufum,Animals,Chordates,Birds,Perching Birds,Mockingbirds and Thrashers,Typical Thrashers,Brown Thrasher
150,15045,sagthr,27483.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Oreoscoptes,montanus,Oreoscoptes montanus,Animals,Chordates,Birds,Perching Birds,Mockingbirds and Thrashers,,Sage Thrasher
91,14886,normoc,27525.0,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,polyglottos,Mimus polyglottos,Animals,Chordates,Birds,Perching Birds,Mockingbirds and Thrashers,Typical Mockingbirds,Northern Mockingbird
185,7429,bohwax,29252.0,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,garrulus,Bombycilla garrulus,Animals,Chordates,Birds,Perching Birds,Waxwings,Waxwings,Bohemian Waxwing
186,7428,cedwax,29256.0,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,Bombycilla cedrorum,Animals,Chordates,Birds,Perching Birds,Waxwings,Waxwings,Cedar Waxwing
118,13858,houspa,30886.0,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,Animals,Chordates,Birds,Perching Birds,Old World Sparrows,True Sparrows,House Sparrow
104,13732,amepip,31227.0,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,rubescens,Anthus rubescens,Animals,Chordates,Birds,Perching Birds,Wagtails and Pipits,Pipits,American Pipit
55,9800,evegro,31425.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,vespertinus,Coccothraustes vespertinus,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",Holarctic Grosbeaks,Evening Grosbeak
56,9771,pingro,31561.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,enucleator,Pinicola enucleator,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",,Pine Grosbeak
34,9617,gcrfin,31634.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Leucosticte tephrocotis,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",Rosy-Finches and Asian Mountain-Finches,Gray-crowned Rosy-Finch
35,199841,purfin,31662.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,purpureus,Haemorhous purpureus,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",American Rosefinches,Purple Finch
48,9398,eurgol,31889.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,carduelis,Carduelis carduelis,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",Eurasian Goldfinches and Citril Finches,Eurasian Goldfinch
47,145310,amegfi,31953.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,tristis,Spinus tristis,Animals,Chordates,Birds,Perching Birds,"Finches, Euphonias, and Allies",Siskins and New World Goldfinches,American Goldfinch
121,10139,graspa,32268.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,Ammodramus savannarum,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Grass Sparrows,Grasshopper Sparrow
116,9135,chispa,32315.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,passerina,Spizella passerina,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Spizella Sparrows,Chipping Sparrow
117,9148,clcspa,32321.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,pallida,Spizella pallida,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Spizella Sparrows,Clay-colored Sparrow
119,9152,fiespa,32328.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,pusilla,Spizella pusilla,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Spizella Sparrows,Field Sparrow
115,9144,brespa,32333.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,breweri,Spizella breweri,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Spizella Sparrows,Brewer's Sparrow
114,9943,bktspa,32343.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispiza,bilineata,Amphispiza bilineata,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Amphispiza Sparrows,Black-throated Sparrow
130,474210,amtspa,32421.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizelloides,arborea,Spizelloides arborea,Animals,Chordates,Birds,Perching Birds,New World Sparrows,,American Tree Sparrow
120,9156,foxspa,32425.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerella,iliaca,Passerella iliaca,Animals,Chordates,Birds,Perching Birds,New World Sparrows,,Fox Sparrow
76,10094,daejun,32449.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,hyemalis,Junco hyemalis,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Juncos,Dark-eyed Junco
132,9176,whcspa,32512.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,Zonotrichia leucophrys,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Zonotrichia Sparrows,White-crowned Sparrow
122,9182,harspa,32523.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,querula,Zonotrichia querula,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Zonotrichia Sparrows,Harris's Sparrow
133,9184,whtspa,32526.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,albicollis,Zonotrichia albicollis,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Zonotrichia Sparrows,White-throated Sparrow
131,10168,vesspa,32542.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pooecetes,gramineus,Pooecetes gramineus,Animals,Chordates,Birds,Perching Birds,New World Sparrows,,Vesper Sparrow
124,437602,lecspa,32546.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,leconteii,Ammospiza leconteii,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Marsh Sparrows,LeConte's Sparrow
128,793292,seaspa,32547.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,maritima,Ammospiza maritima,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Marsh Sparrows,Seaside Sparrow
126,793286,nstspa,32557.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,nelsoni,Ammospiza nelsoni,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Marsh Sparrows,Nelson's Sharp-tailed Sparrow
127,9981,savspa,32569.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,sandwichensis,Passerculus sandwichensis,Animals,Chordates,Birds,Perching Birds,New World Sparrows,,Savannah Sparrow
113,793284,baispa,32594.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,bairdii,Centronyx bairdii,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Baird's and Henslow's Sparrows,Baird's Sparrow
123,793285,henspa,32595.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,henslowii,Centronyx henslowii,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Baird's and Henslow's Sparrows,Henslow's Sparrow
129,9100,sonspa,32601.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,melodia,Melospiza melodia,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Melospiza Sparrows,Song Sparrow
125,9092,linspa,32634.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,lincolnii,Melospiza lincolnii,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Melospiza Sparrows,Lincoln's Sparrow
148,9419,gnttow,32712.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,chlorurus,Pipilo chlorurus,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Typical Towhees,Green-tailed Towhee
21,9424,eastow,32741.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,Pipilo erythrophthalmus,Animals,Chordates,Birds,Perching Birds,New World Sparrows,Typical Towhees,Eastern Towhee
20,10243,yebcha,32887.0,Animalia,Chordata,Aves,Passeriformes,Icteriidae,Icteria,virens,Icteria virens,Animals,Chordates,Birds,Perching Birds,Yellow-breasted Chats,Yellow-breasted Chats,Yellow-breasted Chat
12,10470,yehbla,32891.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Xanthocephalus xanthocephalus,Animals,Chordates,Birds,Perching Birds,Icterids,,Yellow-headed Blackbird
13,10487,boboli,32892.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Dolichonyx oryzivorus,Animals,Chordates,Birds,Perching Birds,Icterids,Bobolinks,Bobolink
88,9535,wesmea,32893.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,neglecta,Sturnella neglecta,Animals,Chordates,Birds,Perching Birds,Icterids,Eastern and Western Meadowlarks,Western Meadowlark
97,9325,orcori,33003.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,spurius,Icterus spurius,Animals,Chordates,Birds,Perching Birds,Icterids,New World Orioles,Orchard Oriole
96,9319,hooori,33006.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,cucullatus,Icterus cucullatus,Animals,Chordates,Birds,Perching Birds,Icterids,New World Orioles,Hooded Oriole
95,9346,balori,33091.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,galbula,Icterus galbula,Animals,Chordates,Birds,Perching Birds,Icterids,New World Orioles,Baltimore Oriole
98,9318,scoori,33097.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,parisorum,Icterus parisorum,Animals,Chordates,Birds,Perching Birds,Icterids,New World Orioles,Scott's Oriole
10,9744,rewbla,33101.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Agelaius phoeniceus,Animals,Chordates,Birds,Perching Birds,Icterids,Agelaius Blackbirds,Red-winged Blackbird
27,10371,shicow,33141.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,bonariensis,Molothrus bonariensis,Animals,Chordates,Birds,Perching Birds,Icterids,Cowbirds,Shiny Cowbird
26,10369,brocow,33150.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,aeneus,Molothrus aeneus,Animals,Chordates,Birds,Perching Birds,Icterids,Cowbirds,Bronzed Cowbird
11,10322,rusbla,33172.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,carolinus,Euphagus carolinus,Animals,Chordates,Birds,Perching Birds,Icterids,Rusty and Brewer's Blackbirds,Rusty Blackbird
9,10325,brebla,33175.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Euphagus cyanocephalus,Animals,Chordates,Birds,Perching Birds,Icterids,Rusty and Brewer's Blackbirds,Brewer's Blackbird
49,9601,botgra,33182.0,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,major,Quiscalus major,Animals,Chordates,Birds,Perching Birds,Icterids,Grackles,Boat-tailed Grackle
99,62550,ovenbi1,33269.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Seiurus aurocapilla,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Ovenbird
181,72912,woewar1,33273.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,Helmitheros vermivorum,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Worm-eating Warbler
184,73148,louwat,33275.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,motacilla,Parkesia motacilla,Animals,Chordates,Birds,Perching Birds,New World Warblers,Waterthrushes,Louisiana Waterthrush
183,73149,norwat,33276.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,Parkesia noveboracensis,Animals,Chordates,Birds,Perching Birds,New World Warblers,Waterthrushes,Northern Waterthrush
166,9807,gowwar,33279.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,Vermivora chrysoptera,Animals,Chordates,Birds,Perching Birds,New World Warblers,Blue-winged and Golden-winged Warblers,Golden-winged Warbler
161,73553,buwwar,33280.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,Vermivora cyanoptera,Animals,Chordates,Birds,Perching Birds,New World Warblers,Blue-winged and Golden-winged Warblers,Blue-winged Warbler
159,10286,bawwar,33285.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,varia,Mniotilta varia,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Black-and-white Warbler
177,10729,prowar,33286.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,citrea,Protonotaria citrea,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Prothonotary Warbler
178,10442,swawar,33287.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,Limnothlypis swainsonii,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Swainson's Warbler
179,979756,tenwar,33295.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Leiothlypis peregrina,Animals,Chordates,Birds,Perching Birds,New World Warblers,Leiothlypis Warblers,Tennessee Warbler
173,979757,orcwar,33296.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,celata,Leiothlypis celata,Animals,Chordates,Birds,Perching Birds,New World Warblers,Leiothlypis Warblers,Orange-crowned Warbler
172,979753,naswar,33304.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,Leiothlypis ruficapilla,Animals,Chordates,Birds,Perching Birds,New World Warblers,Leiothlypis Warblers,Nashville Warbler
170,145224,mouwar,33328.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Geothlypis philadelphia,Animals,Chordates,Birds,Perching Birds,New World Warblers,Yellowthroats and Allies,Mourning Warbler
168,145225,kenwar,33333.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,formosa,Geothlypis formosa,Animals,Chordates,Birds,Perching Birds,New World Warblers,Yellowthroats and Allies,Kentucky Warbler
200,9721,comyel,33348.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,trichas,Geothlypis trichas,Animals,Chordates,Birds,Perching Birds,New World Warblers,Yellowthroats and Allies,Common Yellowthroat
167,145229,hoowar,33377.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,citrina,Setophaga citrina,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Hooded Warbler
109,10247,amered,33378.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,ruticilla,Setophaga ruticilla,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,American Redstart
163,145231,camwar,33380.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,Setophaga tigrina,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Cape May Warbler
164,145232,cerwar,33381.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,cerulea,Setophaga cerulea,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Cerulean Warbler
169,145235,magwar,33399.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,magnolia,Setophaga magnolia,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Magnolia Warbler
158,145236,babwar,33401.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,castanea,Setophaga castanea,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Bay-breasted Warbler
182,145238,yelwar,33404.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,petechia,Setophaga petechia,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Yellow Warbler
165,145239,chswar,33446.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,Setophaga pensylvanica,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Chestnut-sided Warbler
160,199916,btbwar,33451.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,caerulescens,Setophaga caerulescens,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Black-throated Blue Warbler
174,145242,palwar,33458.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,palmarum,Setophaga palmarum,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Palm Warbler
175,145244,pinwar,33463.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pinus,Setophaga pinus,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Pine Warbler
171,145245,yerwar,33469.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,coronata,Setophaga coronata,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Yellow-rumped Warbler
176,145249,prawar,33490.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,discolor,Setophaga discolor,Animals,Chordates,Birds,Perching Birds,New World Warblers,Setophaga Warblers,Prairie Warbler
162,145275,canwar,33642.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,canadensis,Cardellina canadensis,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Canada Warbler
180,145276,wlswar,33643.0,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,pusilla,Cardellina pusilla,Animals,Chordates,Birds,Perching Birds,New World Warblers,,Wilson's Warbler
140,9915,sumtan,33729.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,rubra,Piranga rubra,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,Northern Tanagers,Summer Tanager
139,9921,scatan,33733.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,olivacea,Piranga olivacea,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,Northern Tanagers,Scarlet Tanager
17,9083,norcar,33811.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Cardinalis cardinalis,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,Typical Cardinals,Northern Cardinal
57,10271,robgro,33853.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,Pheucticus ludovicianus,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,Typical Cardinal-Grosbeaks,Rose-breasted Grosbeak
54,73155,blugrb1,33895.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,caerulea,Passerina caerulea,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,North American Buntings,Blue Grosbeak
15,10234,lazbun,33903.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,amoena,Passerina amoena,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,North American Buntings,Lazuli Bunting
14,10227,indbun,33904.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,cyanea,Passerina cyanea,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,North American Buntings,Indigo Bunting
16,10224,paibun,33917.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,ciris,Passerina ciris,Animals,Chordates,Birds,Perching Birds,Cardinals and Allies,North American Buntings,Painted Bunting
